Car_Model,Manufacture_Year,Fuel_Type,Service_Type,Total_KM,KM_Since_Last_Service,Days_Since_Last_Service,Engine_Oil_Change,Air_Filter_Replacement,Spark_Plugs_Replacement,Brake_Pads_Replacement,Brake_Fluid_Change,Wheel_Alignment,Tire_Rotation,AC_Service,AC_Filter_Replacement,Workload_Cars_Pending,Base_Service_Hours,Workload_Delay_Hours,Final_Service_Time_Hours,Predicted_Time
S60,2023,Petrol,AC,14548,1508,183,0,0,0,0,0,0,0,1,0,15,2,13.6,15.6,2.9
V90,2019,Petrol,General,58069,10007,172,1,0,1,1,0,0,1,0,0,5,6,4.5,10.5,4.7
XC60,2019,Petrol,AC,17392,3140,317,0,0,0,0,1,0,0,1,0,18,2,15.0,17.0,4.7
V90,2020,Petrol,Brake,47306,3747,354,0,0,1,1,1,1,0,1,0,23,4,21.0,25.0,8.0
XC60,2021,Diesel,AC,56932,11006,82,1,0,0,1,0,0,1,1,1,4,2,2.5,4.5,6.2
XC90,2019,Diesel,Major,33121,3511,340,1,1,0,0,1,1,0,1,0,21,17,9.8,26.8,8.9
XC40,2023,Diesel,General,34382,5250,193,0,0,0,1,0,1,0,0,0,24,6,21.7,27.7,4.3
S60,2019,Diesel,Brake,26371,4357,257,0,0,0,1,1,1,0,0,0,2,4,1.4,5.4,6.1
XC60,2023,Petrol,General,40764,7079,193,0,0,0,1,0,0,0,0,0,19,6,9.1,15.1,3.3
XC90,2022,Petrol,General,51880,9981,81,0,0,1,1,0,0,1,0,0,5,6,2.3,8.3,4.3
XC40,2022,Petrol,General,75850,7873,164,0,0,1,1,0,0,0,0,0,4,6,2.0,8.0,4.1
XC40,2023,Diesel,General,78297,14108,147,1,0,0,1,0,0,1,0,0,5,6,4.3,10.3,4.5
XC40,2021,Petrol,Major,11899,933,184,1,1,0,0,1,1,0,0,0,19,17,15.7,32.7,6.9
XC60,2019,Petrol,Major,16287,2584,320,1,1,0,0,1,0,0,1,0,13,17,6.8,23.8,7.4
XC90,2015,Diesel,AC,162870,26690,246,1,1,0,1,0,1,1,1,1,16,2,14.5,16.5,9.0
V90,2015,Petrol,General,170616,26425,223,1,1,1,1,0,0,1,0,0,12,6,6.8,12.8,6.8
XC90,2015,Petrol,AC,176243,16800,126,1,1,1,1,0,0,1,1,1,9,2,7.9,9.9,8.6
XC90,2015,Petrol,AC,128247,23369,142,1,1,1,1,0,1,1,1,1,24,2,16.6,18.6,8.9
XC90,2019,Petrol,General,61279,5125,107,0,0,1,1,0,0,0,0,0,16,6,13.4,19.4,3.7
XC60,2021,Diesel,General,58110,3922,105,0,0,0,1,0,0,0,0,0,14,6,8.8,14.8,3.9
XC60,2020,Diesel,Brake,43093,6914,276,0,0,0,1,1,0,0,0,0,22,4,13.4,17.4,5.9
XC60,2022,Petrol,Major,49592,6276,70,1,1,1,1,1,1,0,0,0,1,17,0.9,17.9,9.0
XC90,2022,Petrol,Brake,29817,5333,71,0,0,0,1,1,0,0,0,0,20,4,8.4,12.4,5.5
XC60,2020,Diesel,Major,27561,3133,124,1,1,0,0,1,1,0,0,0,23,17,22.7,39.7,7.3
XC40,2019,Petrol,General,90015,7521,304,0,0,1,1,1,1,0,0,0,21,6,16.6,22.6,6.4
XC60,2021,Petrol,General,12433,2201,95,0,0,0,0,0,0,0,0,0,4,6,2.6,8.6,1.7
S60,2021,Diesel,Major,86723,11867,111,1,1,0,1,1,0,1,0,0,9,17,7.0,24.0,8.7
XC60,2022,Diesel,General,68820,5952,90,0,0,0,1,0,0,0,0,0,24,6,11.4,17.4,3.8
XC60,2021,Petrol,Major,10775,1733,92,1,1,0,0,1,0,0,0,0,19,17,13.5,30.5,6.5
XC60,2020,Petrol,Brake,55307,7275,345,0,0,1,1,1,0,0,1,1,14,4,13.9,17.9,7.3
XC60,2019,Diesel,Major,86029,12440,297,1,1,0,1,1,1,1,0,0,22,17,11.9,28.9,9.0
S60,2020,Diesel,AC,16863,2099,220,0,0,0,0,0,0,0,1,0,12,2,10.0,12.0,3.0
V90,2015,Diesel,General,144976,25518,313,1,1,0,1,1,0,1,1,1,4,6,2.6,8.6,8.4
XC60,2022,Petrol,Major,54584,9614,69,1,1,1,1,1,0,1,0,0,7,17,5.5,22.5,8.9
XC40,2021,Diesel,Major,48732,7763,189,1,1,0,1,1,0,0,0,0,17,17,8.9,25.9,8.3
S60,2023,Petrol,AC,51667,3862,74,0,0,1,1,0,0,0,1,1,1,2,0.7,2.7,5.5
V90,2021,Diesel,Major,108543,19259,62,1,1,0,1,1,0,1,0,0,14,17,13.8,30.8,8.9
XC60,2015,Petrol,General,126061,19406,115,1,1,1,1,0,0,1,0,0,15,6,7.8,13.8,5.9
V90,2019,Petrol,AC,80491,12684,200,1,0,1,1,0,0,1,1,1,12,2,9.4,11.4,7.4
XC40,2015,Diesel,Major,146123,16192,212,1,1,0,1,1,1,1,0,0,12,17,8.9,25.9,9.0
S60,2021,Petrol,General,86630,15861,122,1,1,1,1,0,1,1,0,0,6,6,4.4,10.4,6.5
S60,2023,Petrol,Major,19474,3146,74,1,1,0,0,1,1,0,0,0,13,17,10.0,27.0,6.9
V90,2019,Diesel,Brake,102207,7743,140,0,0,0,1,1,1,0,0,0,16,4,11.2,15.2,6.8
XC60,2023,Petrol,Major,18226,2134,175,1,1,0,0,1,1,0,0,0,14,17,5.7,22.7,7.2
XC90,2015,Diesel,General,174994,32215,166,1,1,0,1,0,1,1,0,0,7,6,6.6,12.6,7.0
S60,2023,Petrol,Brake,11843,788,197,0,0,0,1,1,0,0,0,0,16,4,14.3,18.3,4.7
XC90,2021,Petrol,Brake,95737,18630,106,1,1,1,1,1,1,1,0,0,23,4,11.6,15.6,9.0
S60,2021,Diesel,Major,12747,1976,116,1,1,0,0,1,0,0,0,0,9,17,5.8,22.8,6.1
XC60,2015,Petrol,General,172863,25651,294,1,1,1,1,1,0,1,0,0,14,6,12.1,18.1,7.4
XC60,2021,Diesel,General,59144,5788,130,0,0,0,1,0,0,0,0,0,24,6,23.7,29.7,3.2
S60,2021,Petrol,Major,16546,1569,141,1,1,0,0,1,1,0,0,0,7,17,6.8,23.8,7.0
V90,2020,Diesel,Brake,93320,17907,97,1,1,0,1,1,1,1,0,0,12,4,11.3,15.3,8.6
XC60,2019,Petrol,General,59001,6003,121,0,0,1,1,0,0,0,0,0,3,6,1.5,7.5,3.8
XC60,2022,Petrol,General,93062,15687,147,1,1,1,1,0,1,1,0,0,14,6,13.3,19.3,7.3
XC40,2015,Diesel,General,141871,16320,295,1,1,0,1,1,1,1,0,0,19,6,17.6,23.6,7.0
XC60,2022,Petrol,Major,109138,8675,163,1,1,1,1,1,1,1,0,0,11,17,6.9,23.9,9.0
XC40,2020,Diesel,General,13157,809,217,0,0,0,0,0,1,0,0,0,5,6,3.2,9.2,3.1
XC60,2021,Diesel,General,112269,15290,102,1,1,0,1,0,1,1,0,0,23,6,15.5,21.5,6.6
XC60,2019,Diesel,General,108364,21305,301,1,1,0,1,1,1,1,0,0,13,6,10.3,16.3,7.5
V90,2023,Diesel,Major,46256,5165,153,1,1,0,1,1,1,0,0,0,10,17,5.6,22.6,9.0
V90,2021,Petrol,General,26767,2944,101,0,0,0,0,0,0,0,0,0,7,6,2.9,8.9,2.2
XC60,2020,Petrol,General,101688,10999,334,1,0,1,1,1,1,1,1,1,17,6,8.2,14.2,8.7
S60,2021,Petrol,AC,15977,2122,198,0,0,0,0,0,0,0,1,0,16,2,10.6,12.6,3.1
S60,2015,Petrol,General,143560,17470,194,1,1,1,1,0,1,1,0,0,8,6,4.6,10.6,6.8
XC60,2020,Petrol,General,17989,3295,323,0,0,0,0,1,0,0,1,0,17,6,14.6,20.6,3.6
S60,2022,Petrol,AC,12612,1649,179,0,0,0,0,0,1,0,1,0,13,2,6.0,8.0,4.2
XC60,2022,Petrol,General,39778,5214,60,0,0,0,1,0,1,0,0,0,11,6,10.5,16.5,4.0
V90,2019,Petrol,Major,31174,2474,314,1,1,0,1,1,0,0,1,0,20,17,18.7,35.7,8.3
XC90,2019,Petrol,General,30647,6055,231,0,0,0,0,0,0,0,0,0,18,6,17.0,23.0,2.1
XC40,2022,Diesel,Brake,54016,5131,147,0,0,0,1,1,1,0,0,0,5,4,4.2,8.2,6.2
S60,2015,Petrol,General,176400,12395,265,1,0,1,1,0,1,1,0,0,6,6,2.8,8.8,7.0
S60,2021,Petrol,Brake,70616,10792,186,1,0,1,1,1,0,1,0,0,20,4,13.3,17.3,7.0
V90,2023,Diesel,General,119052,17066,199,1,1,0,1,0,1,1,0,0,14,6,6.7,12.7,7.0
S60,2021,Petrol,General,86657,10235,81,1,0,1,1,0,0,1,0,0,12,6,11.9,17.9,4.9
XC60,2022,Diesel,Brake,84160,10024,141,1,0,0,1,1,1,1,0,0,4,4,2.4,6.4,8.1
XC60,2015,Petrol,AC,123416,20969,296,1,1,1,1,1,1,1,1,1,7,2,5.3,7.3,9.0
XC90,2019,Petrol,General,28702,2508,266,0,0,0,0,0,0,0,0,0,11,6,9.5,15.5,2.3
XC90,2023,Diesel,Brake,89757,15692,185,1,1,0,1,1,1,1,0,0,20,4,19.0,23.0,8.8
XC90,2015,Diesel,General,159911,24118,144,1,1,0,1,0,1,1,0,0,2,6,1.7,7.7,7.2
XC60,2015,Petrol,Major,160424,19035,230,1,1,1,1,1,0,1,0,0,4,17,3.2,20.2,9.0
XC90,2015,Diesel,General,141121,17516,145,1,1,0,1,0,0,1,0,0,7,6,4.8,10.8,6.0
XC90,2021,Petrol,Major,18445,1769,95,1,1,0,0,1,1,0,0,0,1,17,0.8,17.8,7.4
XC60,2019,Petrol,General,25788,4262,274,0,0,0,0,0,0,0,0,0,15,6,6.8,12.8,1.9
V90,2015,Petrol,General,156059,20568,177,1,1,1,1,0,1,1,0,0,20,6,18.6,24.6,7.1
S60,2019,Petrol,General,114842,12049,186,1,0,1,1,0,1,1,0,0,22,6,16.0,22.0,6.5
XC40,2021,Petrol,General,56244,8068,83,0,0,1,1,0,1,1,0,0,24,6,10.2,16.2,5.0
XC60,2023,Diesel,AC,47712,9513,85,0,0,0,1,0,1,1,1,0,8,2,7.6,9.6,6.9
XC60,2015,Petrol,AC,123197,14899,304,1,0,1,1,1,1,1,1,1,5,2,3.5,5.5,9.0
XC40,2015,Petrol,Brake,128878,24344,262,1,1,1,1,1,0,1,0,0,14,4,12.9,16.9,7.6
XC40,2022,Petrol,General,79623,8623,134,0,0,1,1,0,1,1,0,0,18,6,16.5,22.5,5.3
XC90,2019,Diesel,General,96220,6510,129,0,0,0,1,0,0,0,0,0,3,6,2.7,8.7,3.9
XC40,2015,Diesel,Major,156443,13859,271,1,1,0,1,1,0,1,0,0,2,17,0.9,17.9,9.0
S60,2022,Diesel,AC,17849,2117,140,0,0,0,0,0,1,0,1,0,22,2,12.1,14.1,4.0
S60,2021,Diesel,General,17022,1544,113,0,0,0,0,0,1,0,0,0,16,6,14.8,20.8,2.8
S60,2023,Diesel,Brake,28017,1681,98,0,0,0,1,1,0,0,0,0,14,4,13.2,17.2,4.9
S60,2022,Diesel,AC,113947,21433,101,1,1,0,1,0,0,1,1,1,16,2,10.8,12.8,7.2
S60,2023,Diesel,Brake,17574,3130,88,0,0,0,1,1,0,0,0,0,11,4,7.3,11.3,4.8
XC90,2020,Petrol,General,95111,15590,264,1,1,1,1,0,1,1,0,0,17,6,8.6,14.6,6.8
XC60,2020,Petrol,General,25240,2107,204,0,0,0,0,0,1,0,0,0,3,6,2.9,8.9,2.9
XC40,2015,Petrol,General,157241,12084,107,1,0,1,1,0,1,1,0,0,23,6,12.1,18.1,6.5
XC60,2015,Petrol,Major,134131,9317,361,1,1,1,1,1,1,1,1,1,23,17,11.8,28.8,9.0
XC40,2020,Petrol,General,14433,2328,101,0,0,0,0,0,1,0,0,0,5,6,4.0,10.0,2.5
XC90,2023,Petrol,General,114615,21780,85,1,1,1,1,0,1,1,0,0,3,6,1.6,7.6,7.4
XC90,2020,Diesel,Brake,113302,13627,321,1,0,0,1,1,1,1,1,1,15,4,14.4,18.4,9.0
V90,2019,Petrol,General,85683,6570,182,0,0,1,1,0,0,0,0,0,23,6,9.4,15.4,4.0
V90,2020,Diesel,General,56034,7381,307,0,0,0,1,1,0,0,0,0,5,6,2.0,8.0,4.5
XC90,2020,Diesel,Major,17555,1910,118,1,1,0,0,1,1,0,0,0,22,17,15.5,32.5,7.6
XC90,2023,Diesel,Major,105539,11870,165,1,1,0,1,1,0,1,0,0,3,17,2.1,19.1,8.5
XC40,2022,Diesel,Brake,42925,6309,189,0,0,0,1,1,0,0,0,0,6,4,3.0,7.0,5.7
XC90,2019,Diesel,General,84262,13534,113,1,0,0,1,0,0,1,0,0,23,6,16.0,22.0,5.3
XC60,2015,Petrol,Major,144082,10875,104,1,1,1,1,1,1,1,0,0,14,17,9.1,26.1,9.0
XC40,2020,Petrol,Major,105186,6835,253,1,1,1,1,1,1,0,0,0,24,17,22.4,39.4,9.0
XC90,2020,Petrol,General,51703,10299,102,1,0,1,1,0,0,1,0,0,2,6,0.8,6.8,4.7
XC40,2022,Diesel,Brake,41972,3885,196,0,0,0,1,1,1,0,0,0,18,4,17.7,21.7,6.7
XC40,2019,Diesel,General,57080,3854,289,0,0,0,1,1,0,0,0,0,6,6,4.6,10.6,4.2
S60,2019,Diesel,General,99063,8577,165,0,0,0,1,0,0,1,0,0,24,6,11.8,17.8,3.9
V90,2021,Petrol,General,41969,2747,169,0,0,0,1,0,1,0,0,0,5,6,2.1,8.1,4.4
XC40,2019,Petrol,General,63093,7246,150,0,0,1,1,0,0,0,0,0,14,6,10.1,16.1,4.2
XC40,2022,Petrol,General,13152,2266,188,0,0,0,0,0,1,0,0,0,17,6,9.2,15.2,3.0
S60,2021,Petrol,Brake,42422,4571,132,0,0,0,1,1,0,0,0,0,11,4,6.4,10.4,5.2
XC90,2021,Petrol,General,15232,1861,143,0,0,0,0,0,0,0,0,0,1,6,0.5,6.5,2.0
XC40,2020,Petrol,AC,56939,8801,333,0,0,1,1,1,1,1,1,1,10,2,7.9,9.9,8.0
S60,2020,Diesel,Major,24495,3214,251,1,1,0,0,1,0,0,0,0,9,17,6.6,23.6,6.3
XC60,2019,Petrol,General,76082,13740,157,1,0,1,1,0,1,1,0,0,20,6,8.9,14.9,6.2
S60,2021,Petrol,General,77602,14064,104,1,0,1,1,0,1,1,0,0,12,6,8.6,14.6,6.2
V90,2020,Diesel,Major,61591,3780,348,1,1,0,1,1,0,0,1,1,1,17,0.9,17.9,9.0
V90,2015,Petrol,Major,179076,30250,184,1,1,1,1,1,1,1,0,0,24,17,10.8,27.8,9.0
XC90,2020,Petrol,General,11707,1457,335,0,0,0,0,1,0,0,1,0,18,6,16.8,22.8,3.4
XC90,2020,Petrol,General,16949,3363,310,0,0,0,0,1,0,0,1,0,12,6,9.0,15.0,4.1
V90,2021,Petrol,Brake,57131,7292,193,0,0,1,1,1,1,0,0,0,2,4,1.9,5.9,7.0
V90,2021,Petrol,General,56631,11222,107,1,0,1,1,0,0,1,0,0,1,6,0.5,6.5,5.2
XC40,2023,Petrol,Brake,21324,3532,185,0,0,0,1,1,1,0,0,0,1,4,1.0,5.0,5.8
V90,2015,Petrol,Major,132750,12585,362,1,1,1,1,1,1,1,1,1,1,17,0.8,17.8,9.0
XC90,2021,Petrol,General,47509,6431,75,0,0,1,1,0,0,0,0,0,22,6,16.3,22.3,4.1
V90,2019,Petrol,General,53595,10659,214,1,0,1,1,0,0,1,0,0,12,6,8.5,14.5,5.2
XC90,2022,Diesel,General,58565,10544,174,1,0,0,1,0,0,1,0,0,7,6,2.9,8.9,5.1
XC60,2022,Petrol,Brake,15759,1160,96,0,0,0,1,1,1,0,0,0,4,4,3.9,7.9,5.9
V90,2015,Diesel,General,147127,23377,228,1,1,0,1,0,0,1,0,0,21,6,16.5,22.5,6.2
XC90,2022,Petrol,General,30380,3292,140,0,0,0,0,0,0,0,0,0,20,6,9.1,15.1,2.4
S60,2021,Petrol,Major,39190,2389,121,1,1,0,0,1,0,0,0,0,4,17,1.7,18.7,6.1
XC40,2015,Diesel,General,127675,14872,158,1,0,0,1,0,1,1,0,0,15,6,6.5,12.5,6.0
XC90,2015,Petrol,General,142503,13233,325,1,0,1,1,1,1,1,1,1,1,6,0.8,6.8,9.0
V90,2015,Petrol,Brake,145469,25404,137,1,1,1,1,1,1,1,0,0,6,4,4.6,8.6,9.0
V90,2021,Diesel,General,16235,1740,89,0,0,0,0,0,0,0,0,0,14,6,9.8,15.8,2.2
XC60,2015,Petrol,AC,158656,27900,188,1,1,1,1,0,0,1,1,1,14,2,8.2,10.2,8.3
S60,2020,Diesel,Brake,44052,2646,104,0,0,0,1,1,1,0,0,0,10,4,7.2,11.2,6.5
XC90,2019,Diesel,General,25256,2603,268,0,0,0,0,0,0,0,0,0,7,6,5.0,11.0,2.1
S60,2019,Petrol,General,12049,1129,151,0,0,0,0,0,1,0,0,0,23,6,9.5,15.5,2.3
XC60,2019,Petrol,General,13581,1258,208,0,0,0,0,0,0,0,0,0,24,6,13.7,19.7,1.7
XC40,2021,Petrol,Major,37450,2604,191,1,1,0,0,1,0,0,0,0,23,17,9.9,26.9,5.8
S60,2022,Diesel,General,18571,1600,136,0,0,0,0,0,1,0,0,0,22,6,20.7,26.7,2.8
XC60,2015,Diesel,AC,154457,21280,115,1,1,0,1,0,0,1,1,1,12,2,10.0,12.0,7.7
XC90,2015,Diesel,Major,120315,12126,97,1,1,0,1,1,0,1,0,0,24,17,23.9,40.9,8.9
XC40,2015,Petrol,General,129768,15369,93,1,1,1,1,0,0,1,0,0,19,6,11.0,17.0,5.7
V90,2023,Diesel,Major,89373,10077,117,1,1,0,1,1,1,1,0,0,9,17,8.3,25.3,9.0
XC60,2022,Petrol,General,111571,20375,87,1,1,1,1,0,0,1,0,0,3,6,2.3,8.3,5.9
V90,2019,Petrol,Brake,86431,16140,114,1,1,1,1,1,1,1,0,0,4,4,2.7,6.7,8.9
XC40,2021,Diesel,Major,19561,2523,184,1,1,0,0,1,1,0,0,0,13,17,6.9,23.9,7.5
XC60,2020,Petrol,General,107304,11398,334,1,0,1,1,1,1,1,1,1,10,6,8.4,14.4,8.9
XC60,2015,Diesel,General,150816,11303,132,1,0,0,1,0,1,1,0,0,14,6,13.2,19.2,6.9
XC40,2020,Petrol,Brake,14736,2851,274,0,0,0,1,1,1,0,0,0,6,4,3.2,7.2,5.9
XC90,2023,Diesel,Major,30975,2119,144,1,1,0,0,1,1,0,0,0,8,17,4.0,21.0,8.2
XC60,2021,Petrol,AC,39846,4051,196,0,0,0,1,0,0,0,1,0,19,2,15.5,17.5,4.4
XC40,2021,Petrol,General,33284,3385,170,0,0,0,0,0,0,0,0,0,10,6,9.9,15.9,2.0
S60,2023,Petrol,General,42386,4444,74,0,0,0,1,0,0,0,0,0,22,6,18.7,24.7,2.8
V90,2021,Petrol,General,102534,8510,128,0,0,1,1,0,1,1,0,0,5,6,2.9,8.9,6.1
XC60,2015,Petrol,Major,149599,25378,165,1,1,1,1,1,0,1,0,0,5,17,3.3,20.3,9.0
S60,2015,Diesel,General,156523,12075,286,1,0,0,1,1,1,1,0,0,5,6,3.2,9.2,7.2
XC60,2019,Petrol,General,24854,3700,177,0,0,0,0,0,1,0,0,0,9,6,8.2,14.2,2.8
XC90,2023,Petrol,Major,33918,2623,130,1,1,0,1,1,1,0,0,0,23,17,19.8,36.8,8.9
XC40,2015,Petrol,Major,122516,8560,321,1,1,1,1,1,1,1,1,1,9,17,6.8,23.8,9.0
XC60,2015,Petrol,General,174846,32752,96,1,1,1,1,0,1,1,0,0,15,6,8.5,14.5,7.7
XC40,2019,Diesel,General,114237,9894,127,0,0,0,1,0,1,1,0,0,9,6,8.7,14.7,5.0
XC60,2023,Diesel,Major,11016,1927,193,1,1,0,0,1,0,0,0,0,14,17,11.1,28.1,6.0
XC90,2022,Petrol,General,86685,11810,178,1,0,1,1,0,1,1,0,0,6,6,5.9,11.9,6.8
XC90,2019,Petrol,General,17041,1208,310,0,0,0,0,1,1,0,1,0,22,6,16.5,22.5,4.9
S60,2019,Diesel,General,13385,2593,329,0,0,0,0,1,1,0,1,0,20,6,17.9,23.9,4.8
XC90,2022,Petrol,Major,15855,1499,184,1,1,0,0,1,0,0,0,0,8,17,7.1,24.1,6.3
XC40,2021,Petrol,Brake,29540,5327,108,0,0,0,1,1,1,0,0,0,2,4,1.2,5.2,5.6
XC90,2015,Petrol,General,120461,10074,360,1,0,1,1,1,1,1,1,1,5,6,4.9,10.9,9.0
XC60,2015,Petrol,General,145514,26127,103,1,1,1,1,0,1,1,0,0,17,6,7.0,13.0,7.4
XC90,2022,Petrol,Brake,99974,6183,96,0,0,1,1,1,0,0,0,0,10,4,8.6,12.6,6.6
XC40,2015,Petrol,AC,148652,19569,323,1,1,1,1,1,0,1,1,1,14,2,13.7,15.7,8.9
XC60,2023,Petrol,Major,14636,2454,121,1,1,0,0,1,0,0,0,0,18,17,10.9,27.9,6.4
S60,2015,Petrol,AC,170177,32481,285,1,1,1,1,1,1,1,1,1,1,2,0.8,2.8,9.0
S60,2019,Petrol,Major,81520,15267,116,1,1,1,1,1,1,1,0,0,22,17,16.2,33.2,9.0
S60,2020,Petrol,Major,20699,3617,182,1,1,0,0,1,1,0,0,0,2,17,1.7,18.7,7.1
XC60,2020,Petrol,General,18352,3383,194,0,0,0,0,0,0,0,0,0,4,6,3.7,9.7,1.9
S60,2021,Petrol,General,105420,9265,95,0,0,1,1,0,1,1,0,0,13,6,9.9,15.9,5.4
XC90,2020,Diesel,General,16910,1687,270,0,0,0,0,0,1,0,0,0,16,6,14.2,20.2,3.0
XC60,2021,Petrol,Brake,12027,1208,144,0,0,0,1,1,0,0,0,0,5,4,2.9,6.9,4.5
XC60,2022,Diesel,AC,15675,1767,87,0,0,0,0,0,1,0,1,0,23,2,12.4,14.4,4.6
XC60,2021,Petrol,Major,12693,1460,110,1,1,0,0,1,0,0,0,0,10,17,6.6,23.6,6.2
V90,2015,Diesel,General,171785,23403,224,1,1,0,1,0,0,1,0,0,17,6,13.7,19.7,6.3
XC40,2019,Petrol,General,42116,3469,349,0,0,0,1,1,1,0,1,0,11,6,5.6,11.6,6.0
V90,2015,Petrol,General,122552,19213,286,1,1,1,1,1,1,1,0,0,5,6,4.0,10.0,7.9
V90,2022,Diesel,General,15915,1328,186,0,0,0,0,0,1,0,0,0,15,6,9.5,15.5,3.2
V90,2023,Petrol,Major,15734,1627,141,1,1,0,0,1,0,0,0,0,4,17,3.5,20.5,6.5
XC40,2015,Diesel,AC,145956,19042,309,1,1,0,1,1,1,1,1,1,7,2,3.0,5.0,9.0
V90,2015,Petrol,General,150093,25741,130,1,1,1,1,0,1,1,0,0,10,6,8.0,14.0,7.4
S60,2021,Diesel,General,54850,8969,60,0,0,0,1,0,0,1,0,0,23,6,18.2,24.2,3.5
XC60,2020,Diesel,Major,72112,10843,91,1,1,0,1,1,1,1,0,0,24,17,23.1,40.1,9.0
XC60,2021,Diesel,General,66368,5429,80,0,0,0,1,0,0,0,0,0,4,6,3.3,9.3,3.5
XC90,2022,Petrol,Brake,47350,6467,124,0,0,1,1,1,0,0,0,0,20,4,17.6,21.6,6.4
S60,2015,Petrol,General,172718,12477,238,1,0,1,1,0,0,1,0,0,5,6,4.7,10.7,5.8
XC40,2021,Diesel,General,14499,1635,191,0,0,0,0,0,0,0,0,0,5,6,4.0,10.0,2.4
XC60,2019,Diesel,General,35106,4138,334,0,0,0,0,1,0,0,1,0,11,6,6.3,12.3,3.9
V90,2019,Diesel,General,51273,3362,197,0,0,0,1,0,0,0,0,0,19,6,17.5,23.5,3.7
XC90,2020,Petrol,Major,52409,5154,301,1,1,1,1,1,0,0,0,0,5,17,4.2,21.2,8.6
XC90,2020,Diesel,General,19888,3854,245,0,0,0,0,0,0,0,0,0,21,6,13.7,19.7,2.5
XC60,2022,Petrol,General,13561,2624,93,0,0,0,0,0,0,0,0,0,8,6,6.6,12.6,1.6
S60,2023,Petrol,General,44818,4899,183,0,0,1,1,0,1,0,0,0,7,6,6.4,12.4,5.0
XC90,2019,Petrol,General,39097,2581,172,0,0,0,0,0,1,0,0,0,8,6,7.9,13.9,3.2
XC60,2023,Petrol,General,58494,4976,92,0,0,1,1,0,1,0,0,0,13,6,12.6,18.6,4.6
S60,2022,Diesel,Major,26469,3041,157,1,1,0,0,1,0,0,0,0,5,17,3.0,20.0,6.2
XC60,2019,Petrol,Major,15056,2901,345,1,1,0,0,1,1,0,1,0,18,17,11.8,28.8,8.2
XC60,2019,Petrol,AC,51471,4105,138,0,0,1,1,0,1,0,1,1,24,2,11.2,13.2,7.4
S60,2023,Petrol,General,85963,14346,143,1,0,1,1,0,1,1,0,0,9,6,4.9,10.9,6.3
S60,2021,Petrol,General,19146,1440,124,0,0,0,0,0,1,0,0,0,2,6,1.9,7.9,2.6
S60,2020,Petrol,General,32999,6513,194,0,0,0,0,0,1,0,0,0,16,6,9.9,15.9,2.7
XC60,2021,Petrol,General,87788,9957,60,0,0,1,1,0,1,1,0,0,14,6,10.8,16.8,5.8
XC90,2023,Petrol,Major,41136,6932,192,1,1,0,1,1,1,0,0,0,17,17,13.6,30.6,9.0
XC40,2020,Diesel,Brake,55840,6028,348,0,0,0,1,1,0,0,1,1,6,4,5.2,9.2,6.2
XC40,2021,Diesel,Major,42677,6310,74,1,1,0,1,1,0,0,0,0,3,17,1.5,18.5,7.7
XC60,2020,Petrol,General,13242,1150,348,0,0,0,0,1,0,0,1,0,17,6,9.9,15.9,3.9
XC60,2019,Petrol,General,18208,1464,191,0,0,0,0,0,1,0,0,0,13,6,8.7,14.7,2.6
XC90,2021,Petrol,AC,41566,7952,168,0,0,0,1,0,0,0,1,0,6,2,3.7,5.7,5.1
S60,2020,Diesel,General,59964,11301,248,1,0,0,1,0,0,1,0,0,8,6,7.9,13.9,5.1
XC60,2020,Petrol,General,58413,10762,134,1,0,1,1,0,1,1,0,0,6,6,5.4,11.4,6.3
V90,2020,Petrol,AC,109481,16155,340,1,1,1,1,1,1,1,1,1,16,2,11.0,13.0,9.0
S60,2021,Petrol,Major,54622,9458,198,1,1,1,1,1,1,1,0,0,6,17,5.6,22.6,9.0
XC60,2022,Diesel,Major,65776,4582,87,1,1,0,1,1,0,0,0,0,17,17,10.3,27.3,7.6
V90,2015,Petrol,General,156347,16708,98,1,1,1,1,0,0,1,0,0,21,6,18.3,24.3,5.8
XC90,2023,Petrol,General,27253,2832,158,0,0,0,0,0,0,0,0,0,3,6,1.6,7.6,2.3
V90,2021,Diesel,General,52043,7753,120,0,0,0,1,0,0,0,0,0,23,6,19.9,25.9,3.5
XC60,2020,Diesel,Major,67657,7431,119,1,1,0,1,1,0,0,0,0,12,17,8.1,25.1,7.5
XC40,2019,Diesel,General,59764,4828,355,0,0,0,1,1,1,0,1,1,6,6,2.8,8.8,6.8
XC60,2021,Petrol,Brake,29524,4236,90,0,0,0,1,1,1,0,0,0,21,4,11.8,15.8,6.3
XC40,2021,Diesel,Brake,29510,5135,140,0,0,0,1,1,1,0,0,0,7,4,4.5,8.5,6.2
XC90,2020,Diesel,Major,88541,10049,273,1,1,0,1,1,0,1,0,0,11,17,9.3,26.3,8.6
XC90,2019,Diesel,General,20301,1593,237,0,0,0,0,0,0,0,0,0,9,6,4.0,10.0,2.3
S60,2015,Diesel,General,121413,10628,194,1,0,0,1,0,0,1,0,0,16,6,12.7,18.7,4.9
S60,2023,Diesel,Brake,22491,2097,89,0,0,0,1,1,1,0,0,0,5,4,4.1,8.1,5.5
XC40,2021,Petrol,Major,52201,5323,79,1,1,1,1,1,0,0,0,0,15,17,11.9,28.9,8.0
